ID	NGenes	Direction	PValue	FDR	TERM
GO:0009451	139	Down	1.4444944746626925e-6	3.4655019482588843e-4	RNA modification
GO:0097485	227	Up	1.5229069046755345e-6	3.4655019482588843e-4	neuron projection guidance
GO:1903046	172	Down	1.547967215965703e-6	3.4655019482588843e-4	meiotic cell cycle process
GO:0007157	40	Up	1.5707898087171226e-6	3.4655019482588843e-4	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0061564	486	Up	1.7779317919806818e-6	3.808385209532717e-4	axon development
GO:0007411	226	Up	1.8195151680972187e-6	3.808385209532717e-4	axon guidance
GO:0002218	25	Down	2.0023355090491e-6	4.083238713327361e-4	activation of innate immune response
GO:0008033	118	Down	2.0508732971508245e-6	4.083238713327361e-4	tRNA processing
GO:0007269	164	Up	2.8405787857679857e-6	5.39247549493583e-4	neurotransmitter secretion
GO:0099643	164	Up	2.8405787857679857e-6	5.39247549493583e-4	signal release from synapse
GO:0099504	209	Up	2.9573786514975633e-6	5.486609530039684e-4	synaptic vesicle cycle
GO:0061387	122	Up	3.4949377345425814e-6	6.244861266648568e-4	regulation of extent of cell growth
GO:0000028	19	Down	3.519093694301533e-6	6.244861266648568e-4	ribosomal small subunit assembly
GO:0099003	235	Up	3.750469040314362e-6	6.513846548103433e-4	vesicle-mediated transport in synapse
GO:1904814	15	Down	3.836480506178353e-6	6.524414660819561e-4	regulation of protein localization to chromosome, telomeric region
GO:0006520	206	Down	4.21807318460146e-6	7.017252596427378e-4	cellular amino acid metabolic process
GO:0032196	24	Down	4.298206907036248e-6	7.017252596427378e-4	transposition
GO:1901607	47	Down	4.465495068443555e-6	7.147418871314655e-4	alpha-amino acid biosynthetic process
GO:0000463	16	Down	4.878403775289628e-6	7.658155772632544e-4	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0048489	45	Up	5.50422999601984e-6	8.178621592573809e-4	synaptic vesicle transport
GO:0007128	6	Down	5.561258341911137e-6	8.178621592573809e-4	meiotic prophase I
GO:0051324	6	Down	5.561258341911137e-6	8.178621592573809e-4	prophase
GO:0000462	35	Down	5.669112997531621e-6	8.178621592573809e-4	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0010528	21	Down	5.975303395814256e-6	8.178621592573809e-4	regulation of transposition
GO:0010529	21	Down	5.975303395814256e-6	8.178621592573809e-4	negative regulation of transposition
GO:0097292	8	Down	6.1254490949409005e-6	8.178621592573809e-4	XMP metabolic process
GO:0097293	8	Down	6.1254490949409005e-6	8.178621592573809e-4	XMP biosynthetic process
GO:0097294	8	Down	6.1254490949409005e-6	8.178621592573809e-4	'de novo' XMP biosynthetic process
GO:0008652	53	Down	6.211864985171826e-6	8.178621592573809e-4	cellular amino acid biosynthetic process
GO:0062125	31	Down	6.333930000552388e-6	8.206963586430024e-4	regulation of mitochondrial gene expression
GO:0030198	249	Up	6.558880333249416e-6	8.365646900049216e-4	extracellular matrix organization
GO:0046033	21	Down	6.881219621768344e-6	8.64175319576846e-4	AMP metabolic process
GO:0030166	46	Up	7.04117496376988e-6	8.708653216553565e-4	proteoglycan biosynthetic process
GO:0001764	184	Up	7.720380317890225e-6	9.406188736557897e-4	neuron migration
GO:0016079	124	Up	8.49362616785434e-6	0.0010196098589440438	synaptic vesicle exocytosis
GO:0045229	250	Up	9.256851199631934e-6	0.0010951257440955865	external encapsulating structure organization
GO:0009161	42	Down	9.464950568573297e-6	0.0011037484498751975	ribonucleoside monophosphate metabolic process
GO:0009167	29	Down	9.88965920479804e-6	0.001124584269082381	purine ribonucleoside monophosphate metabolic process
GO:0030516	108	Up	9.919155625864442e-6	0.001124584269082381	regulation of axon extension
GO:0000460	35	Down	1.0240399715925706e-5	0.0011451011353575554	maturation of 5.8S rRNA
GO:0043062	250	Up	1.143168789919842e-5	0.0012610387610967123	extracellular structure organization
GO:1904816	13	Down	1.2238926690402356e-5	0.0013320847809833924	positive regulation of protein localization to chromosome, telomeric region
GO:0070202	12	Down	1.2548279796159846e-5	0.0013477843154743794	regulation of establishment of protein localization to chromosome
GO:0045132	79	Down	1.3171861513279364e-5	0.0013963883835441486	meiotic chromosome segregation
GO:0007135	13	Down	1.3712319172911054e-5	0.0014022936700233426	meiosis II
GO:0061983	13	Down	1.3712319172911054e-5	0.0014022936700233426	meiosis II cell cycle process
GO:0009123	54	Down	1.3742924611278624e-5	0.0014022936700233426	nucleoside monophosphate metabolic process
GO:0050772	97	Up	1.4110080821297787e-5	0.0014143614610816488	positive regulation of axonogenesis
GO:0016358	293	Up	1.4207722627550559e-5	0.0014143614610816488	dendrite development
GO:0010977	154	Up	1.481821584275346e-5	0.001457362601498753	negative regulation of neuron projection development
GO:0009126	32	Down	1.6613307013535307e-5	0.0016144574422796275	purine nucleoside monophosphate metabolic process
GO:0009069	28	Down	1.730314864110869e-5	0.001661712968910238	serine family amino acid metabolic process
GO:0048813	180	Up	1.841815889258624e-5	0.0017482259423276917	dendrite morphogenesis
GO:0006836	208	Up	1.9120085408632667e-5	0.0017819805913767237	neurotransmitter transport
GO:0070203	11	Down	1.9244764479088544e-5	0.0017819805913767237	regulation of establishment of protein localization to telomere
GO:0009156	29	Down	1.9428674829416686e-5	0.0017819805913767237	ribonucleoside monophosphate biosynthetic process
GO:0098930	65	Up	1.9751108825679917e-5	0.0017914255704891686	axonal transport
GO:0001505	219	Up	2.046302863527795e-5	0.0018356011291183944	regulation of neurotransmitter levels
GO:0032543	76	Down	2.1159882270643e-5	0.0018482088821970765	mitochondrial translation
GO:1901605	137	Down	2.1271840432392943e-5	0.0018482088821970765	alpha-amino acid metabolic process
GO:0060631	6	Down	2.139355307158095e-5	0.0018482088821970765	regulation of meiosis I
GO:0006261	138	Down	2.170121503741302e-5	0.0018482088821970765	DNA-dependent DNA replication
GO:0098762	7	Down	2.2064618198248767e-5	0.0018482088821970765	meiotic cell cycle phase
GO:0098764	7	Down	2.2064618198248767e-5	0.0018482088821970765	meiosis I cell cycle phase
GO:0098742	169	Up	2.2188468756010474e-5	0.0018482088821970765	cell-cell adhesion via plasma-membrane adhesion molecules
GO:0051588	120	Up	2.3377365173585106e-5	0.001927570019312881	regulation of neurotransmitter transport
GO:0009124	38	Down	2.3693004775583142e-5	0.0019340599798308518	nucleoside monophosphate biosynthetic process
GO:0044208	8	Down	2.4216299961363785e-5	0.0019572045206397285	'de novo' AMP biosynthetic process
GO:0001825	57	Down	2.7188544353881966e-5	0.002163723960243633	blastocyst formation
GO:0007416	174	Up	2.730167437279116e-5	0.002163723960243633	synapse assembly
GO:0001522	18	Down	2.854392972622188e-5	0.0022404240226456653	pseudouridine synthesis
GO:0000966	20	Down	2.8885420094664705e-5	0.0022456350879309335	RNA 5'-end processing
GO:0006189	6	Down	3.007282883210083e-5	0.0023110506057583847	'de novo' IMP biosynthetic process
GO:0046928	105	Up	3.029308034008908e-5	0.0023110506057583847	regulation of neurotransmitter secretion
GO:0051648	161	Up	3.2086504680348575e-5	0.002425204978756346	vesicle localization
GO:0008038	48	Up	3.26145763498424e-5	0.002442502630676729	neuron recognition
GO:0030718	6	Down	3.4154300179139716e-5	0.002534559566930159	germ-line stem cell population maintenance
GO:0006414	51	Down	3.692087307837706e-5	0.00271518096341254	translational elongation
GO:0090502	27	Down	4.033438953464455e-5	0.0029397287658152094	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0008088	84	Up	4.072474050509535e-5	0.002941912006576047	axo-dendritic transport
GO:1901798	27	Down	4.153661028630082e-5	0.002974239910237488	positive regulation of signal transduction by p53 class mediator
GO:0006528	5	Down	4.291689684786048e-5	0.0030463532953833488	asparagine metabolic process
GO:0009168	20	Down	4.6211080362344785e-5	0.003251905594808797	purine ribonucleoside monophosphate biosynthetic process
GO:0031345	196	Up	4.6983880479099224e-5	0.003278029199580231	negative regulation of cell projection organization
GO:0006390	20	Down	4.821991787831441e-5	0.0033241002757826974	mitochondrial transcription
GO:0007131	40	Down	4.886586219452697e-5	0.0033241002757826974	reciprocal meiotic recombination
GO:0140527	40	Down	4.886586219452697e-5	0.0033241002757826974	reciprocal homologous recombination
GO:0071526	44	Up	5.1208205230027574e-5	0.0034546494156422734	semaphorin-plexin signaling pathway
GO:0048675	133	Up	5.388832306803014e-5	0.003601682451080934	axon extension
GO:0009066	31	Down	5.427011411037057e-5	0.003601682451080934	aspartate family amino acid metabolic process
GO:0050771	68	Up	5.509343229323416e-5	0.003617264805755749	negative regulation of axonogenesis
GO:0046037	18	Down	5.5391167551080315e-5	0.003617264805755749	GMP metabolic process
GO:1904667	12	Down	5.967481181938861e-5	0.0038660753085846765	negative regulation of ubiquitin protein ligase activity
GO:1901796	71	Down	6.158788171519088e-5	0.0039585974680401825	regulation of signal transduction by p53 class mediator
GO:0000478	15	Down	6.403729816100192e-5	0.0040473911001861675	endonucleolytic cleavage involved in rRNA processing
GO:0000479	15	Down	6.403729816100192e-5	0.0040473911001861675	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0050808	448	Up	6.44567981164035e-5	0.0040473911001861675	synapse organization
GO:0006177	14	Down	6.779115198782764e-5	0.004224268501348374	GMP biosynthetic process
GO:0007611	262	Up	7.212059322849662e-5	0.004460003049425894	learning or memory
GO:0035825	41	Down	7.658620679914334e-5	0.004700550421815091	homologous recombination
GO:0033604	14	Up	7.79002195493859e-5	0.004736874328539708	negative regulation of catecholamine secretion
GO:0007413	25	Up	7.89188911774348e-5	0.004736874328539708	axonal fasciculation
GO:0106030	25	Up	7.89188911774348e-5	0.004736874328539708	neuron projection fasciculation
GO:0034502	91	Down	8.752658330485388e-5	0.005208424042382345	protein localization to chromosome
GO:0051963	108	Up	8.832719785402247e-5	0.005208424042382345	regulation of synapse assembly
GO:0045144	11	Down	8.98663060357044e-5	0.005208424042382345	meiotic sister chromatid segregation
GO:0051177	11	Down	8.98663060357044e-5	0.005208424042382345	meiotic sister chromatid cohesion
GO:0038092	14	Down	9.008714017648546e-5	0.005208424042382345	nodal signaling pathway
GO:0006310	258	Down	9.060348083036787e-5	0.005208424042382345	DNA recombination
GO:0051952	82	Up	9.189956505393131e-5	0.0052459870596870024	regulation of amine transport
GO:0051650	144	Up	9.355451907728553e-5	0.0053033718001936235	establishment of vesicle localization
GO:0023061	444	Up	9.78623145142432e-5	0.0054965764774829815	signal release
GO:0051965	71	Up	9.87539000792279e-5	0.0054965764774829815	positive regulation of synapse assembly
GO:0035235	14	Up	9.898281785985523e-5	0.0054965764774829815	ionotropic glutamate receptor signaling pathway
GO:0051321	227	Down	1.0066151259279192e-4	0.00555202653577676	meiotic cell cycle
GO:0035637	113	Up	1.0392033643614273e-4	0.005693300042471363	multicellular organismal signaling
GO:0015837	85	Up	1.0780672696984786e-4	0.005866842081699121	amine transport
GO:0006167	13	Down	1.0880097392779177e-4	0.005881737418361352	AMP biosynthetic process
GO:0007351	14	Down	1.1458015314506423e-4	0.006087124393502945	tripartite regional subdivision
GO:0008595	14	Down	1.1458015314506423e-4	0.006087124393502945	anterior/posterior axis specification, embryo
GO:0070200	17	Down	1.148373338967847e-4	0.006087124393502945	establishment of protein localization to telomere
GO:0006278	58	Down	1.2251811392447327e-4	0.0064109959228556114	RNA-dependent DNA biosynthetic process
GO:0007004	58	Down	1.2251811392447327e-4	0.0064109959228556114	telomere maintenance via telomerase
GO:0050432	52	Up	1.2531412104926657e-4	0.0064771680765646385	catecholamine secretion
GO:0050433	49	Up	1.2536966263594426e-4	0.0064771680765646385	regulation of catecholamine secretion
GO:0006304	89	Down	1.2722692611318013e-4	0.00653178237648987	DNA modification
GO:0009127	22	Down	1.3490900513237e-4	0.006882888805597102	purine nucleoside monophosphate biosynthetic process
GO:0008542	58	Up	1.376324711799822e-4	0.00697822274684593	visual learning
GO:0070198	30	Down	1.4100627776866546e-4	0.007105149663121087	protein localization to chromosome, telomeric region
GO:0006270	29	Down	1.4206847154999894e-4	0.007114754191795346	DNA replication initiation
GO:0036465	77	Up	1.4386879657449336e-4	0.007127524160273583	synaptic vesicle recycling
GO:0044728	78	Down	1.440697643568714e-4	0.007127524160273583	DNA methylation or demethylation
GO:0099177	448	Up	1.5987473818582744e-4	0.007861792095246442	regulation of trans-synaptic signaling
GO:0048488	66	Up	1.6362116360774367e-4	0.007950235467440545	synaptic vesicle endocytosis
GO:0140238	66	Up	1.6362116360774367e-4	0.007950235467440545	presynaptic endocytosis
GO:0046040	17	Down	1.675073598586522e-4	0.008090902831515845	IMP metabolic process
GO:0050890	293	Up	1.7405103929406132e-4	0.008357521375043662	cognition
GO:0000454	5	Down	1.7926304539783746e-4	0.008557451693465189	snoRNA guided rRNA pseudouridine synthesis
GO:0002062	106	Up	1.8042500813536e-4	0.008562075667896567	chondrocyte differentiation
GO:0035418	82	Up	1.826788781220199e-4	0.008562075667896567	protein localization to synapse
GO:0050804	447	Up	1.8318831297724076e-4	0.008562075667896567	modulation of chemical synaptic transmission
GO:0008045	32	Up	1.8485707388275427e-4	0.008562075667896567	motor neuron axon guidance
GO:0010833	71	Down	1.8511387117764772e-4	0.008562075667896567	telomere maintenance via telomere lengthening
GO:0051954	35	Up	1.8565323939944778e-4	0.008562075667896567	positive regulation of amine transport
GO:0032508	36	Down	1.884519563163152e-4	0.008642322019157758	DNA duplex unwinding
GO:1903522	195	Up	1.9258140227712957e-4	0.00878235746809055	regulation of blood circulation
GO:0031118	10	Down	1.9504306830068238e-4	0.008845203147435947	rRNA pseudouridine synthesis
GO:0032392	43	Down	1.962134173547706e-4	0.008849116717497196	DNA geometric change
GO:0007292	131	Down	1.9932667324074288e-4	0.008917832778576346	female gamete generation
GO:2000232	15	Down	1.999220137791831e-4	0.008917832778576346	regulation of rRNA processing
GO:0008306	90	Up	2.0376825659543636e-4	0.00904000151406819	associative learning
GO:0051937	62	Up	2.0826154762037527e-4	0.009189400071487153	catecholamine transport
GO:0061448	243	Up	2.1208904661156023e-4	0.009307972513387991	connective tissue development
GO:0006418	40	Down	2.1744614805031237e-4	0.00941631361605818	tRNA aminoacylation for protein translation
GO:0000054	13	Down	2.1801828659010118e-4	0.00941631361605818	ribosomal subunit export from nucleus
GO:0033750	13	Down	2.1801828659010118e-4	0.00941631361605818	ribosome localization
GO:0030970	26	Up	2.2267900211118716e-4	0.009516904158291208	retrograde protein transport, ER to cytosol
GO:1903513	26	Up	2.2267900211118716e-4	0.009516904158291208	endoplasmic reticulum to cytosol transport
GO:0072531	9	Down	2.3387051225483058e-4	0.00994315099758428	pyrimidine-containing compound transmembrane transport
GO:0002027	81	Up	2.4108168764078408e-4	0.010094829767511228	regulation of heart rate
GO:0006188	12	Down	2.4273003704922366e-4	0.010094829767511228	IMP biosynthetic process
GO:0030239	50	Up	2.4322771640065488e-4	0.010094829767511228	myofibril assembly
GO:0055002	50	Up	2.4322771640065488e-4	0.010094829767511228	striated muscle cell development
GO:0090501	65	Down	2.4362139705986916e-4	0.010094829767511228	RNA phosphodiester bond hydrolysis
GO:0000466	24	Down	2.471838560338622e-4	0.010190716246486957	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0007632	61	Up	2.497047394106442e-4	0.010242913506578336	visual behavior
GO:0008089	51	Up	2.510265283430137e-4	0.010245647754320105	anterograde axonal transport
GO:0006541	18	Down	2.534709726432911e-4	0.010293948008393956	glutamine metabolic process
GO:0000725	129	Down	2.5699342892692925e-4	0.01036459427278516	recombinational repair
GO:0098920	6	Up	2.5901962901484415e-4	0.01036459427278516	retrograde trans-synaptic signaling by lipid
GO:0098921	6	Up	2.5901962901484415e-4	0.01036459427278516	retrograde trans-synaptic signaling by endocannabinoid
GO:0051095	10	Down	2.6359300384584775e-4	0.010496144831188561	regulation of helicase activity
GO:0001510	69	Down	2.663414400744482e-4	0.010554102792853012	RNA methylation
GO:0007612	156	Up	2.71602433490822e-4	0.010710582920703282	learning
GO:0000724	127	Down	2.751853084266331e-4	0.010799700349454835	double-strand break repair via homologous recombination
GO:0060996	126	Up	2.789333305495696e-4	0.010894415202278166	dendritic spine development
GO:0030517	46	Up	2.812713926389633e-4	0.010933420848151703	negative regulation of axon extension
GO:0043038	44	Down	2.8532010985849024e-4	0.01103823723589979	amino acid activation
GO:0085029	38	Up	2.875502076331205e-4	0.01107203936277907	extracellular matrix assembly
GO:0006305	62	Down	2.9283032359274754e-4	0.011169971642465411	DNA alkylation
GO:0006306	62	Down	2.9283032359274754e-4	0.011169971642465411	DNA methylation
GO:0097091	18	Up	2.9471927409958833e-4	0.011189736904534602	synaptic vesicle clustering
GO:0006400	77	Down	3.014374696037122e-4	0.011391824372106956	tRNA modification
GO:0009070	14	Down	3.032853013813863e-4	0.01140883831878459	serine family amino acid biosynthetic process
GO:0000279	8	Down	3.062319455065944e-4	0.011466841152157478	M phase
GO:0050650	19	Up	3.1148904706983254e-4	0.011610434206534443	chondroitin sulfate proteoglycan biosynthetic process
GO:2000300	76	Up	3.1368849554728724e-4	0.011639269041602299	regulation of synaptic vesicle exocytosis
GO:0070129	26	Down	3.1595119329729394e-4	0.011670179144279685	regulation of mitochondrial translation
GO:0050773	127	Up	3.1888066009050955e-4	0.011725328055490224	regulation of dendrite development
GO:0090305	117	Down	3.213651796885799e-4	0.011763694895954607	nucleic acid phosphodiester bond hydrolysis
GO:0031110	86	Up	3.262614330155701e-4	0.01188960748975937	regulation of microtubule polymerization or depolymerization
GO:0099172	57	Up	3.307121801759912e-4	0.01199823789678496	presynapse organization
GO:1904851	10	Down	3.3490704378389536e-4	0.012073120521552003	positive regulation of establishment of protein localization to telomere
GO:0031167	20	Down	3.357342102648909e-4	0.012073120521552003	rRNA methylation
GO:0000963	17	Down	3.4773962951208044e-4	0.01244999384082067	mitochondrial RNA processing
GO:0045071	38	Down	3.5128736323109905e-4	0.012474947855281844	negative regulation of viral genome replication
GO:0035773	76	Up	3.5149307934764475e-4	0.012474947855281844	insulin secretion involved in cellular response to glucose stimulus
GO:0043039	43	Down	3.582948383253592e-4	0.012597496298376592	tRNA aminoacylation
GO:0022618	167	Down	3.593508288547492e-4	0.012597496298376592	ribonucleoprotein complex assembly
GO:0006544	9	Down	3.5957572430745386e-4	0.012597496298376592	glycine metabolic process
GO:0072189	20	Up	3.638105088909169e-4	0.012686590116741898	ureter development
GO:0001829	25	Down	3.652270828659006e-4	0.012686590116741898	trophectodermal cell differentiation
GO:0051216	182	Up	3.6775222101447967e-4	0.012720175339581346	cartilage development
GO:0031032	182	Up	3.700881546987958e-4	0.012728176726833143	actomyosin structure organization
GO:0098917	15	Up	3.711020532875521e-4	0.012728176726833143	retrograde trans-synaptic signaling
GO:1903108	5	Down	3.7665829900583895e-4	0.01286469328361784	regulation of mitochondrial transcription
GO:0000469	27	Down	3.7981578465600747e-4	0.012897761202695063	cleavage involved in rRNA processing
GO:0050807	244	Up	3.807865306688118e-4	0.012897761202695063	regulation of synapse organization
GO:0099565	92	Up	3.88488839381368e-4	0.013063757543557021	chemical synaptic transmission, postsynaptic
GO:0099174	41	Up	3.888880415391836e-4	0.013063757543557021	regulation of presynapse organization
GO:0000723	120	Down	3.98894579989557e-4	0.01334498547727358	telomere maintenance
GO:0006890	45	Up	4.007549383218772e-4	0.013352500251108098	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
GO:1990138	185	Up	4.087513713866524e-4	0.013446432431954244	neuron projection extension
GO:0061337	50	Up	4.1310547790976003e-4	0.013446432431954244	cardiac conduction
GO:0050775	57	Up	4.139841402977526e-4	0.013446432431954244	positive regulation of dendrite morphogenesis
GO:0098900	49	Up	4.1399828379452646e-4	0.013446432431954244	regulation of action potential
GO:0050803	251	Up	4.1531431721146105e-4	0.013446432431954244	regulation of synapse structure or activity
GO:0010273	5	Down	4.166720418040156e-4	0.013446432431954244	detoxification of copper ion
GO:1990169	5	Down	4.166720418040156e-4	0.013446432431954244	stress response to copper ion
GO:0038171	6	Up	4.167521015906436e-4	0.013446432431954244	cannabinoid signaling pathway
GO:0006302	231	Down	4.2241512627206565e-4	0.013520493390526096	double-strand break repair
GO:0002230	23	Down	4.2418269281328265e-4	0.013520493390526096	positive regulation of defense response to virus by host
GO:1903421	32	Up	4.2497256295371513e-4	0.013520493390526096	regulation of synaptic vesicle recycling
GO:0050768	152	Up	4.256727675321826e-4	0.013520493390526096	negative regulation of neurogenesis
GO:0001714	7	Down	4.3038390235042713e-4	0.013617146491808282	endodermal cell fate specification
GO:0006264	15	Down	4.325141069315122e-4	0.01363170909220824	mitochondrial DNA replication
GO:0032200	125	Down	4.415384072575222e-4	0.013833395702018983	telomere organization
GO:0033605	13	Up	4.4358181070980747e-4	0.013833395702018983	positive regulation of catecholamine secretion
GO:0072384	81	Up	4.4803583839790536e-4	0.013833395702018983	organelle transport along microtubule
GO:0048846	37	Up	4.4878269685496815e-4	0.013833395702018983	axon extension involved in axon guidance
GO:1902284	37	Up	4.4878269685496815e-4	0.013833395702018983	neuron projection extension involved in neuron projection guidance
GO:0045761	20	Up	4.4908120311589253e-4	0.013833395702018983	regulation of adenylate cyclase activity
GO:1905323	6	Down	4.557555923538623e-4	0.01396958758850102	telomerase holoenzyme complex assembly
GO:0050806	154	Up	4.583145506718437e-4	0.01396958758850102	positive regulation of synaptic transmission
GO:0007141	21	Down	4.5863646621564053e-4	0.01396958758850102	male meiosis I
GO:0007215	40	Up	4.628668944802586e-4	0.014046031448484576	glutamate receptor signaling pathway
GO:0005513	9	Up	4.754154248053326e-4	0.014370415695900375	detection of calcium ion
GO:0050919	42	Up	4.7707738007950526e-4	0.014370415695900375	negative chemotaxis
GO:0008156	25	Down	4.8025898323422164e-4	0.014413066471106439	negative regulation of DNA replication
GO:0071826	174	Down	4.994933090775656e-4	0.01493539883516545	ribonucleoprotein complex subunit organization
GO:0008016	151	Up	5.070744957352017e-4	0.015106748571848364	regulation of heart contraction
GO:0106020	5	Up	5.132347198677122e-4	0.015234672793745945	regulation of vesicle docking
GO:0030900	352	Up	5.198758730394896e-4	0.015360927380567246	forebrain development
GO:0050691	30	Down	5.212516090183912e-4	0.015360927380567246	regulation of defense response to virus by host
GO:0060998	82	Up	5.334596608067241e-4	0.015664141047357156	regulation of dendritic spine development
GO:0048814	89	Up	5.381378662166795e-4	0.015744872408339623	regulation of dendrite morphogenesis
GO:0099054	51	Up	5.44298045393758e-4	0.01583712520970107	presynapse assembly
GO:0060079	84	Up	5.451883640622898e-4	0.01583712520970107	excitatory postsynaptic potential
GO:0048588	247	Up	5.487437249074804e-4	0.01583712520970107	developmental cell growth
GO:0042220	32	Up	5.490513823772391e-4	0.01583712520970107	response to cocaine
GO:1901606	52	Down	5.536668385114409e-4	0.01591402254496089	alpha-amino acid catabolic process
GO:0006260	240	Down	5.57532026323221e-4	0.015968890985531413	DNA replication
GO:0021953	186	Up	5.759627389092226e-4	0.016439104327678266	central nervous system neuron differentiation
GO:1900107	6	Down	5.859482691339065e-4	0.016665838748920137	regulation of nodal signaling pathway
GO:0030534	160	Up	5.958771739194425e-4	0.0168893936482792	adult behavior
GO:0016082	25	Up	6.152393944190805e-4	0.01737785182229396	synaptic vesicle priming
GO:0015844	74	Up	6.205528995479328e-4	0.017467494203481985	monoamine transport
GO:0000447	8	Down	6.327476339069052e-4	0.017749549606811226	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0034471	18	Down	6.508483440037489e-4	0.018194777507200693	ncRNA 5'-end processing
GO:0030201	25	Up	6.535819880410254e-4	0.018208838799927955	heparan sulfate proteoglycan metabolic process
GO:0031346	395	Up	6.722788785791848e-4	0.0186124529606836	positive regulation of cell projection organization
GO:0016185	5	Up	6.726293793215315e-4	0.0186124529606836	synaptic vesicle budding from presynaptic endocytic zone membrane
GO:0009396	9	Down	6.876360538310975e-4	0.01896342266021368	folic acid-containing compound biosynthetic process
GO:0045835	7	Down	6.953847895944336e-4	0.019112545580671252	negative regulation of meiotic nuclear division
GO:0006281	472	Down	6.980219961017455e-4	0.01912064951066627	DNA repair
GO:0051953	26	Up	7.154268200187321e-4	0.019531870006063243	negative regulation of amine transport
GO:0006888	109	Up	7.211991958622155e-4	0.019623830119410886	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0001508	115	Up	7.261525544309003e-4	0.019692967780131028	action potential
GO:0006024	40	Up	7.395217562800204e-4	0.01998912614739671	glycosaminoglycan biosynthetic process
GO:0009064	52	Down	7.476444152291074e-4	0.02014198469146932	glutamine family amino acid metabolic process
