ID	NGenes	Direction	PValue	FDR	TERM
GO:0050803	256	Down	4.181819728776347e-10	1.445689928735723e-7	regulation of synapse structure or activity
GO:0098698	27	Down	4.5170276614637867e-10	1.4991111402866014e-7	postsynaptic specialization assembly
GO:0002181	91	Up	4.745920866369042e-10	1.5144963626255364e-7	cytoplasmic translation
GO:0051963	113	Down	5.172134008738707e-10	1.5497204511418406e-7	regulation of synapse assembly
GO:0060078	110	Down	5.229862918159762e-10	1.5497204511418406e-7	regulation of postsynaptic membrane potential
GO:0099177	469	Down	5.594091779557451e-10	1.569801253703601e-7	regulation of trans-synaptic signaling
GO:0050804	468	Down	5.676032012909248e-10	1.569801253703601e-7	modulation of chemical synaptic transmission
GO:0050807	249	Down	6.625100927436818e-10	1.7731762062884928e-7	regulation of synapse organization
GO:0007269	170	Down	9.93025225109101e-10	2.4967061493121853e-7	neurotransmitter secretion
GO:0099643	170	Down	9.93025225109101e-10	2.4967061493121853e-7	signal release from synapse
GO:0030490	48	Up	1.3499843841620062e-9	3.294358951585931e-7	maturation of SSU-rRNA
GO:0098930	65	Down	1.5957509350421262e-9	3.768127869931484e-7	axonal transport
GO:2000311	25	Down	1.6349596639452022e-9	3.768127869931484e-7	regulation of AMPA receptor activity
GO:0099601	61	Down	2.883598392832633e-9	6.466274558197935e-7	regulation of neurotransmitter receptor activity
GO:0000470	29	Up	4.1208024262936026e-9	8.997446771304742e-7	maturation of LSU-rRNA
GO:0006836	217	Down	5.280988701338291e-9	1.1234964937180464e-6	neurotransmitter transport
GO:0048167	214	Down	8.595288768971548e-9	1.7828777729039234e-6	regulation of synaptic plasticity
GO:0099565	95	Down	1.162569670405238e-8	2.352644037890795e-6	chemical synaptic transmission, postsynaptic
GO:0048168	65	Down	1.2277820318828169e-8	2.4254541710789835e-6	regulation of neuronal synaptic plasticity
GO:0006399	168	Up	1.3179133447430114e-8	2.542959772402969e-6	tRNA metabolic process
GO:0001505	228	Down	1.4113810182561496e-8	2.637252134256098e-6	regulation of neurotransmitter levels
GO:0050770	178	Down	1.430352489351867e-8	2.637252134256098e-6	regulation of axonogenesis
GO:0050806	164	Down	1.5631331862491013e-8	2.8194165318062597e-6	positive regulation of synaptic transmission
GO:0008088	84	Down	1.6186357489184316e-8	2.857408682718346e-6	axo-dendritic transport
GO:0099150	18	Down	1.7278028094942778e-8	2.9349949102210606e-6	regulation of postsynaptic specialization assembly
GO:0048813	181	Down	1.7333343449539828e-8	2.9349949102210606e-6	dendrite morphogenesis
GO:0099519	12	Down	1.8914345113933966e-8	3.0889233490158976e-6	dense core granule cytoskeletal transport
GO:0000027	25	Up	1.9125791070927626e-8	3.0889233490158976e-6	ribosomal large subunit assembly
GO:0097107	20	Down	1.9419184178484317e-8	3.0889233490158976e-6	postsynaptic density assembly
GO:0099175	107	Down	1.9731582198124934e-8	3.0889233490158976e-6	regulation of postsynapse organization
GO:1904861	28	Down	2.183668232235624e-8	3.3551658005294393e-6	excitatory synapse assembly
GO:0098742	179	Down	2.2748540599598175e-8	3.4317207519066553e-6	cell-cell adhesion via plasma-membrane adhesion molecules
GO:0008089	51	Down	2.3413844995583098e-8	3.4690119987205886e-6	anterograde axonal transport
GO:0000959	48	Up	2.4656903111791427e-8	3.589093423132166e-6	mitochondrial RNA metabolic process
GO:0007612	165	Down	2.6261971830860237e-8	3.7310899596771065e-6	learning
GO:0099172	57	Down	2.6531795543081752e-08	3.7310899596771065e-6	presynapse organization
GO:0099054	51	Down	3.081962998074054e-8	4.261841165836737e-6	presynapse assembly
GO:0097091	18	Down	3.8401928309345385e-8	5.223291789879322e-6	synaptic vesicle clustering
GO:0000462	35	Up	5.212346869301511e-8	6.975297092676553e-6	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:2000300	79	Down	5.954703053588585e-8	7.842249402480078e-6	regulation of synaptic vesicle exocytosis
GO:0099173	194	Down	6.173683740304628e-8	8.003602186454296e-6	postsynapse organization
GO:0099111	198	Down	6.494151588076026e-8	8.289534727117968e-6	microtubule-based transport
GO:0099084	41	Down	6.855250483465719e-8	8.61788079716895e-6	postsynaptic specialization organization
GO:0051966	71	Down	7.413131823545787e-8	9.180112647755133e-6	regulation of synaptic transmission, glutamatergic
GO:0007611	278	Down	7.868138171137171e-8	9.600285647930163e-6	learning or memory
GO:0030534	168	Down	9.056697312136665e-8	1.0890350376637379e-5	adult behavior
GO:0061387	123	Down	9.400604913505008e-8	1.1142402709621578e-5	regulation of extent of cell growth
GO:0000460	35	Up	9.851987854514165e-8	1.1512949750549864e-5	maturation of 5.8S rRNA
GO:0009451	139	Up	1.041289066431233e-7	1.1999410255805473e-5	RNA modification
GO:0030516	109	Down	1.3841432444853478e-7	1.5731830821225933e-5	regulation of axon extension
GO:0032252	19	Down	1.5296046310595853e-7	1.6939583280554822e-5	secretory granule localization
GO:0106027	106	Down	1.5312386959643385e-7	1.6939583280554822e-5	neuron projection organization
GO:0035176	50	Down	1.655641220940053e-7	1.761527200637562e-5	social behavior
GO:0051703	50	Down	1.655641220940053e-7	1.761527200637562e-5	biological process involved in intraspecies interaction between organisms
GO:0014046	35	Down	1.677240555024315e-7	1.761527200637562e-5	dopamine secretion
GO:0014059	35	Down	1.677240555024315e-7	1.761527200637562e-5	regulation of dopamine secretion
GO:0050772	98	Down	1.7125112876448055e-7	1.776088269198619e-5	positive regulation of axonogenesis
GO:0062125	31	Up	1.8438655929067025e-7	1.8887102252280137e-5	regulation of mitochondrial gene expression
GO:0099151	14	Down	1.926085258402595e-7	1.948869437678821e-5	regulation of postsynaptic density assembly
GO:0001522	18	Up	2.054654248085066e-7	2.029109384724551e-5	pseudouridine synthesis
GO:0007157	41	Down	2.072190808592354e-7	2.029109384724551e-5	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0048172	21	Down	2.09664739407163e-7	2.029109384724551e-5	regulation of short-term neuronal synaptic plasticity
GO:0060997	72	Down	2.103210884492122e-7	2.029109384724551e-5	dendritic spine morphogenesis
GO:0008038	50	Down	2.2440042293236135e-7	2.1290672684189612e-5	neuron recognition
GO:0050432	58	Down	2.2581405281531709e-7	2.1290672684189612e-5	catecholamine secretion
GO:0048675	134	Down	2.3752704689832573e-7	2.2143392226015828e-5	axon extension
GO:0021819	15	Down	2.4575194922311284e-7	2.265559914115741e-5	layer formation in cerebral cortex
GO:0099174	41	Down	2.4848805096836215e-7	2.2656102844884625e-5	regulation of presynapse organization
GO:0051648	165	Down	2.611851819600586e-7	2.3554928855680503e-5	vesicle localization
GO:0007409	459	Down	2.6908140394381893e-7	2.3858002249693156e-5	axonogenesis
GO:0006261	139	Up	2.702967592468551e-7	2.3858002249693156e-5	DNA-dependent DNA replication
GO:0048489	45	Down	2.8005960484258086e-7	2.4459521488198877e-5	synaptic vesicle transport
GO:0046928	110	Down	2.917320728270795e-7	2.5213552169232064e-5	regulation of neurotransmitter secretion
GO:0036465	78	Down	2.991172454708901e-7	2.5407705674507248e-5	synaptic vesicle recycling
GO:0010970	164	Down	3.0010306810916117e-7	2.5407705674507248e-5	transport along microtubule
GO:0060079	86	Down	3.2200893755368724e-7	2.6986951059423664e-5	excitatory postsynaptic potential
GO:0070129	26	Up	3.317208078275581e-7	2.7522875425452495e-5	regulation of mitochondrial translation
GO:0008033	118	Up	3.732405550403419e-7	3.066115727890808e-5	tRNA processing
GO:0042220	37	Down	3.7775234624292777e-7	3.0727560948799725e-5	response to cocaine
GO:0035235	14	Down	3.9143211827532786e-7	3.13780021607797e-5	ionotropic glutamate receptor signaling pathway
GO:0017158	41	Down	3.9331230863216687e-7	3.13780021607797e-5	regulation of calcium ion-dependent exocytosis
GO:1901890	115	Down	4.0979705693985917e-07	3.23817731564763e-5	positive regulation of cell junction assembly
GO:0034643	24	Down	4.219312750309817e-7	3.271741858815005e-5	establishment of mitochondrion localization, microtubule-mediated
GO:0047497	24	Down	4.219312750309817e-7	3.271741858815005e-5	mitochondrion transport along microtubule
GO:0099560	34	Down	4.2736826672772164e-7	3.2832171379999134e-5	synaptic membrane adhesion
GO:0016082	25	Down	4.3552175422064264e-7	3.315159628228139e-5	synaptic vesicle priming
GO:0045055	228	Down	4.509907489326785e-7	3.401700221722212e-5	regulated exocytosis
GO:0050433	55	Down	4.5535236171910074e-7	3.4036563470120536e-5	regulation of catecholamine secretion
GO:0000154	31	Up	4.5968756653131547e-7	3.405381910277075e-5	rRNA modification
GO:0050890	309	Down	4.782887954455373e-7	3.511824898948339e-5	cognition
GO:0032253	14	Down	5.215827054168492e-7	3.763105832037912e-5	dense core granule localization
GO:1901950	14	Down	5.215827054168492e-7	3.763105832037912e-5	dense core granule transport
GO:0016358	298	Down	5.403138869275966e-7	3.864641655032991e-5	dendrite development
GO:0061001	55	Down	5.766131686767806e-7	4.089025179924144e-5	regulation of dendritic spine morphogenesis
GO:0072384	82	Down	6.13755436922992e-7	4.315532932330563e-5	organelle transport along microtubule
GO:0017156	64	Down	6.545836633201339e-7	4.5261249824732854e-5	calcium-ion regulated exocytosis
GO:0008306	99	Down	6.546161237758157e-7	4.5261249824732854e-5	associative learning
GO:0000469	27	Up	7.089389472138841e-7	4.861211938044295e-5	cleavage involved in rRNA processing
GO:0048488	67	Down	7.517349445198762e-7	5.070849459090579e-5	synaptic vesicle endocytosis
GO:0140238	67	Down	7.517349445198762e-7	5.070849459090579e-5	presynaptic endocytosis
GO:1905874	19	Down	7.71691992913283e-7	5.110965435034609e-5	regulation of postsynaptic density organization
GO:0007626	235	Down	7.754697873624862e-7	5.110965435034609e-5	locomotory behavior
GO:0099072	90	Down	7.761620402728223e-7	5.110965435034609e-5	regulation of postsynaptic membrane neurotransmitter receptor levels
GO:1990138	188	Down	7.997377535111403e-7	5.224743418017269e-5	neuron projection extension
GO:0033604	16	Down	8.647632339059022e-7	5.6054223060291174e-5	negative regulation of catecholamine secretion
GO:0019226	76	Down	9.167133813957373e-7	5.896101492589482e-5	transmission of nerve impulse
GO:0000028	19	Up	9.617320346262292e-7	6.138069762533711e-5	ribosomal small subunit assembly
GO:0097061	98	Down	1.1009944392483405e-6	6.973244933162962e-5	dendritic spine organization
GO:0060291	100	Down	1.1506375349218353e-6	7.18503176784074e-5	long-term synaptic potentiation
GO:1904889	17	Down	1.1517527119715781e-6	7.18503176784074e-5	regulation of excitatory synapse assembly
GO:0001964	33	Down	1.2824109470693453e-6	7.940420617786834e-5	startle response
GO:0017157	213	Down	1.3152732601438005e-6	8.083572029194899e-5	regulation of exocytosis
GO:0045956	17	Down	1.499271427523816e-6	9.146658113356692e-5	positive regulation of calcium ion-dependent exocytosis
GO:1905606	37	Down	1.5455287731759581e-6	9.360038124847391e-5	regulation of presynapse assembly
GO:0097106	35	Down	1.5577467167538915e-6	9.365669933990607e-5	postsynaptic density organization
GO:0007214	27	Down	1.6892654437195485e-6	1.008333481046122e-4	gamma-aminobutyric acid signaling pathway
GO:0051932	54	Down	1.8272710534812725e-6	1.0829191379095798e-4	synaptic transmission, GABAergic
GO:0051937	70	Down	1.928373503357623e-6	1.1347315572594467e-4	catecholamine transport
GO:0030705	192	Down	2.088346229937713e-6	1.2202118781544512e-4	cytoskeleton-dependent intracellular transport
GO:0051588	126	Down	2.16439618819659e-6	1.2558038582844133e-4	regulation of neurotransmitter transport
GO:0015872	46	Down	2.256034075008594e-6	1.2998829666907157e-4	dopamine transport
GO:0007018	331	Down	2.6493325406892147e-6	1.51596635104127e-4	microtubule-based movement
GO:0001508	122	Down	2.772266779782267e-6	1.5754450323187308e-4	action potential
GO:0051962	329	Down	3.056859605280541e-6	1.7253581051029012e-4	positive regulation of nervous system development
GO:0007156	98	Down	3.292446087361698e-6	1.8355267968361087e-4	homophilic cell adhesion via plasma membrane adhesion molecules
GO:0051952	91	Down	3.2962937535082585e-6	1.8355267968361087e-4	regulation of amine transport
GO:1903305	152	Down	3.344759159781789e-6	1.8500977832473e-4	regulation of regulated secretory pathway
GO:0000725	131	Up	3.3756755441809927e-6	1.8548331119251456e-4	recombinational repair
GO:0006887	342	Down	3.6002280488384046e-6	1.9498906760476e-4	exocytosis
GO:0060080	21	Down	3.607591742997847e-6	1.9498906760476e-4	inhibitory postsynaptic potential
GO:0048791	21	Down	3.6191775836004626e-6	1.9498906760476e-4	calcium ion-regulated exocytosis of neurotransmitter
GO:0042391	395	Down	3.8023441088567174e-6	2.035358004592528e-4	regulation of membrane potential
GO:0006260	243	Up	3.919688120964401e-6	2.084721303823182e-4	DNA replication
GO:0035640	33	Down	4.133993969478167e-6	2.1735298136905585e-4	exploration behavior
GO:0001764	189	Down	4.154938343149374e-6	2.1735298136905585e-4	neuron migration
GO:1990048	7	Down	4.1652553980571145e-6	2.1735298136905585e-4	anterograde neuronal dense core vesicle transport
GO:0060632	38	Down	4.2860510749101036e-6	2.2225853605330707e-4	regulation of microtubule-based movement
GO:0098962	21	Down	4.873518731254406e-6	2.511527013243342e-4	regulation of postsynaptic neurotransmitter receptor activity
GO:0000724	129	Up	5.302350673482388e-6	2.715654539375517e-4	double-strand break repair via homologous recombination
GO:0060074	29	Down	5.3570934053109674e-6	2.726859140114423e-4	synapse maturation
GO:0050771	68	Down	5.3969189150907164e-6	2.73038025844559e-4	negative regulation of axonogenesis
GO:0015837	94	Down	5.548940370530826e-6	2.790276257836016e-4	amine transport
GO:0007158	9	Down	5.62429003203304e-6	2.7946101467401027e-4	neuron cell-cell adhesion
GO:0010807	11	Down	5.6249234000915654e-06	2.7946101467401027e-4	regulation of synaptic vesicle priming
GO:1903539	53	Down	5.770782788324094e-6	2.836007184861099e-4	protein localization to postsynaptic membrane
GO:0021697	32	Down	5.776608584325971e-6	2.836007184861099e-4	cerebellar cortex formation
GO:0051650	147	Down	5.982847620633701e-6	2.9199815710822245e-4	establishment of vesicle localization
GO:0048588	252	Down	6.090963109596592e-6	2.9553637965101126e-4	developmental cell growth
GO:0034661	34	Up	6.409247753508867e-6	3.0917167797013415e-4	ncRNA catabolic process
GO:0048814	90	Down	6.580772371559642e-6	3.156107998082679e-4	regulation of dendrite morphogenesis
GO:0021696	46	Down	6.6634330531061425e-6	3.1773852897483716e-4	cerebellar cortex morphogenesis
GO:0021766	68	Down	6.8264616801546815e-6	3.2365230034424796e-4	hippocampus development
GO:0000963	17	Up	6.99359766377995e-6	3.2969249895671733e-4	mitochondrial RNA processing
GO:0090501	65	Up	7.0339810260617406e-6	3.2972282809736874e-4	RNA phosphodiester bond hydrolysis
GO:0021549	107	Down	7.495754638728926e-6	3.4939481032322415e-4	cerebellum development
GO:0021801	24	Down	7.692341717604212e-6	3.5302464296338735e-4	cerebral cortex radial glia-guided migration
GO:0022030	24	Down	7.692341717604212e-6	3.5302464296338735e-4	telencephalon glial cell migration
GO:0043038	44	Up	7.701272794549007e-6	3.5302464296338735e-4	amino acid activation
GO:0021952	30	Down	7.770136216927795e-6	3.542242867684061e-4	central nervous system projection neuron axonogenesis
GO:0098953	10	Down	7.964186599000644e-6	3.5620482564835263e-4	receptor diffusion trapping
GO:0098970	10	Down	7.964186599000644e-6	3.5620482564835263e-4	postsynaptic neurotransmitter receptor diffusion trapping
GO:0099628	10	Down	7.964186599000644e-6	3.5620482564835263e-4	neurotransmitter receptor diffusion trapping
GO:0000466	24	Up	7.985307649824465e-6	3.5620482564835263e-4	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0021684	10	Down	8.1150651444396e-6	3.5814199735859233e-4	cerebellar granular layer formation
GO:0021707	10	Down	8.1150651444396e-6	3.5814199735859233e-4	cerebellar granule cell differentiation
GO:0050805	73	Down	8.275226810638943e-6	3.6327807856016567e-4	negative regulation of synaptic transmission
GO:0035637	124	Down	8.580220485362822e-6	3.7468468087923864e-4	multicellular organismal signaling
GO:0031644	155	Down	8.687202179653953e-6	3.765752831300422e-4	regulation of nervous system process
GO:0006281	475	Up	8.714288822582633e-6	3.765752831300422e-4	DNA repair
GO:0097104	9	Down	8.816058033719803e-6	3.785115926969401e-4	postsynaptic membrane assembly
GO:0007413	25	Down	8.895957644438148e-6	3.785115926969401e-4	axonal fasciculation
GO:0106030	25	Down	8.895957644438148e-6	3.785115926969401e-4	neuron projection fasciculation
GO:0048169	35	Down	9.231300908387314e-6	3.907760389637222e-4	regulation of long-term neuronal synaptic plasticity
GO:0071625	19	Down	9.541369218408094e-6	4.0185147413772566e-4	vocalization behavior
GO:0007613	142	Down	9.642399595025316e-6	4.0405550222184365e-4	memory
GO:0008090	24	Down	9.929627462471383e-6	4.1400059827198526e-4	retrograde axonal transport
GO:0031118	10	Up	1.0983197834436666e-5	4.556379621616051e-4	rRNA pseudouridine synthesis
GO:1901796	75	Up	1.2187070212196297e-5	5.030652813462321e-4	regulation of signal transduction by p53 class mediator
GO:0019896	17	Down	1.2464905553735745e-5	5.119867395017103e-4	axonal transport of mitochondrion
GO:1902513	10	Down	1.3097312545721871e-5	5.353123260682481e-4	regulation of organelle transport along microtubule
GO:0021954	89	Down	1.3260346805915359e-5	5.393191051405869e-4	central nervous system neuron development
GO:0062237	54	Down	1.3995284928788853e-5	5.664335563617615e-4	protein localization to postsynapse
GO:0043039	43	Up	1.4342694139753775e-5	5.77676375133675e-4	tRNA aminoacylation
GO:0006418	40	Up	1.4456023936056322e-5	5.794281671374845e-4	tRNA aminoacylation for protein translation
GO:0015844	83	Down	1.455898962338919e-5	5.807496966599044e-4	monoamine transport
GO:0021799	36	Down	1.5214053356291157e-5	6.03976079890659e-4	cerebral cortex radially oriented cell migration
GO:0060998	82	Down	1.578157035067461e-5	6.235223295216536e-4	regulation of dendritic spine development
GO:0023061	476	Down	1.6380008081658676e-5	6.440991803484456e-4	signal release
GO:0019233	111	Down	1.7224545133326232e-5	6.74113447977395e-4	sensory perception of pain
GO:0050773	130	Down	1.7745680424465056e-5	6.912484060177773e-4	regulation of dendrite development
GO:0090502	27	Up	1.7973064602726708e-5	6.954153445717791e-4	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0019228	40	Down	1.8020284329629082e-5	6.954153445717791e-4	neuronal action potential
GO:0099590	34	Down	1.829172927798563e-5	6.976376556917912e-4	neurotransmitter receptor internalization
GO:0000478	15	Up	1.8330120397831806e-5	6.976376556917912e-4	endonucleolytic cleavage involved in rRNA processing
GO:0000479	15	Up	1.8330120397831806e-5	6.976376556917912e-4	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:2000463	37	Down	1.8471420539253303e-5	6.998053708410258e-4	positive regulation of excitatory postsynaptic potential
GO:0090305	118	Up	1.9322676130900792e-5	7.226954372905913e-4	nucleic acid phosphodiester bond hydrolysis
GO:0098840	14	Down	1.9336915400567826e-5	7.226954372905913e-4	protein transport along microtubule
GO:0099118	14	Down	1.9336915400567826e-5	7.226954372905913e-4	microtubule-based protein transport
GO:0022037	120	Down	2.1814491686473788e-5	8.116360427025696e-4	metencephalon development
GO:0021761	93	Down	2.197011770139625e-5	8.117338842557818e-4	limbic system development
GO:0060996	126	Down	2.201279064210569e-5	8.117338842557818e-4	dendritic spine development
GO:0098943	7	Down	2.2113927957925243e-5	8.118551339243616e-4	neurotransmitter receptor transport, postsynaptic endosome to lysosome
GO:0006400	77	Up	2.2499857318250194e-5	8.223846527291712e-4	tRNA modification
GO:1904667	12	Up	2.3581664746200935e-5	8.549356547241177e-4	negative regulation of ubiquitin protein ligase activity
GO:0008361	192	Down	2.369254332007361e-5	8.549356547241177e-4	regulation of cell size
GO:0099637	29	Down	2.369955412637665e-5	8.549356547241177e-4	neurotransmitter receptor transport
GO:1903421	33	Down	2.4397924011549146e-5	8.763185087611396e-4	regulation of synaptic vesicle recycling
GO:1901608	6	Down	2.5068742492043924e-5	8.965317088641744e-4	regulation of vesicle transport along microtubule
GO:0021683	12	Down	2.5337672474011502e-5	9.002770523606195e-4	cerebellar granular layer morphogenesis
GO:0070131	17	Up	2.5490505144505694e-5	9.002770523606195e-4	positive regulation of mitochondrial translation
GO:1902414	116	Down	2.549898846628246e-5	9.002770523606195e-4	protein localization to cell junction
GO:0060134	16	Down	2.6942278827934077e-05	9.472037603193603e-4	prepulse inhibition
GO:0015812	20	Down	2.72888019218911e-5	9.553383525144746e-4	gamma-aminobutyric acid transport
GO:0045773	52	Down	2.744108535645037e-5	9.566331311028098e-4	positive regulation of axon extension
GO:0098828	8	Down	2.8112198987065247e-5	9.759285146262777e-4	modulation of inhibitory postsynaptic potential
GO:0021587	57	Down	2.9895506207694466e-5	0.0010335125625218374	cerebellum morphogenesis
GO:0006302	233	Up	3.089085021375423e-5	0.0010634912208444766	double-strand break repair
GO:1900271	52	Down	3.427173673904702e-5	0.0011750107426606328	regulation of long-term synaptic potentiation
GO:0021953	194	Down	3.455221111265123e-5	0.0011759162194094825	central nervous system neuron differentiation
GO:0021681	16	Down	3.458160269204697e-5	0.0011759162194094825	cerebellar granular layer development
GO:0010977	156	Down	3.5567846740297046e-5	0.0012045160179765084	negative regulation of neuron projection development
GO:0000054	13	Up	3.619828489264215e-5	0.0012159399585192387	ribosomal subunit export from nucleus
GO:0033750	13	Up	3.619828489264215e-5	0.0012159399585192387	ribosome localization
GO:0006310	266	Up	3.7913456644846205e-5	0.0012684191523479392	DNA recombination
GO:0021537	234	Down	3.869749831595904e-5	0.0012894503756124985	telencephalon development
GO:0030902	171	Down	4.085167393152663e-5	0.0013540398836666557	hindbrain development
GO:0021695	68	Down	4.09622768229879e-5	0.0013540398836666557	cerebellar cortex development
GO:0006414	51	Up	4.281299816495459e-5	0.001409600975296144	translational elongation
GO:0000463	16	Up	4.331895793908172e-5	0.0014206221107532055	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0031346	410	Down	4.5518395031593374e-5	0.0014868745022721661	positive regulation of cell projection organization
GO:0030517	46	Down	4.7122321466094304e-5	0.0015332309851144488	negative regulation of axon extension
GO:1904862	16	Down	4.781178348546712e-5	0.001549587373355159	inhibitory synapse assembly
GO:0090329	45	Up	4.801515875696103e-5	0.001550123627262668	regulation of DNA-dependent DNA replication
GO:0032508	36	Up	4.9158263344338326e-5	0.0015808763991006787	DNA duplex unwinding
GO:0051654	27	Down	5.1823815658902516e-5	0.0016601629286560392	establishment of mitochondrion localization
GO:2000969	9	Down	5.355499065851803e-5	0.0017003496859275193	positive regulation of AMPA receptor activity
GO:2001257	151	Down	5.361263503736006e-5	0.0017003496859275193	regulation of cation channel activity
GO:0071428	14	Up	5.3693096024226835e-5	0.0017003496859275193	rRNA-containing ribonucleoprotein complex export from nucleus
GO:0001510	69	Up	5.449087772602396e-5	0.0017190525189841094	RNA methylation
GO:0000447	8	Up	5.59647047268773e-5	0.001758860436056443	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0014051	16	Down	5.855414673319062e-5	0.0018284101911297756	gamma-aminobutyric acid secretion
GO:0051968	33	Down	5.8618429654154553e-5	0.0018284101911297756	positive regulation of synaptic transmission, glutamatergic
GO:0030900	365	Down	5.946469467999306e-5	0.0018478598193254771	forebrain development
GO:0031623	124	Down	6.431041175983821e-5	0.001990983158102155	receptor internalization
GO:0033602	7	Down	7.166204454375843e-5	0.002204930257990102	negative regulation of dopamine secretion
GO:0098815	56	Down	7.175258161471947e-5	0.002204930257990102	modulation of excitatory postsynaptic potential
GO:0060271	294	Down	7.681201460690197e-5	0.002344093258402855	cilium assembly
GO:1901888	204	Down	7.684625362005261e-5	0.002344093258402855	regulation of cell junction assembly
GO:1900452	16	Down	7.819300684792585e-5	0.002376437281381834	regulation of long-term synaptic depression
GO:0051953	29	Down	7.892033195202386e-5	0.002381704058346191	negative regulation of amine transport
GO:0001941	42	Down	7.894041413103562e-5	0.002381704058346191	postsynaptic membrane organization
GO:0000966	20	Up	8.069812524701455e-5	0.002425914294110434	RNA 5'-end processing
GO:0035082	69	Down	8.205699494698125e-5	0.0024578587981050667	axoneme assembly
GO:2000809	8	Down	8.266497618000699e-5	0.0024637085147707445	positive regulation of synaptic vesicle clustering
GO:0003341	132	Down	8.284617037736986e-5	0.0024637085147707445	cilium movement
GO:0021543	149	Down	8.855801338844648e-5	0.0026241637038712158	pallium development
GO:2000807	10	Down	9.015676264228447e-5	0.0026620308172349972	regulation of synaptic vesicle clustering
GO:0097485	241	Down	9.694323416807187e-5	0.0028522624606116746	neuron projection guidance
GO:0000387	31	Up	9.810371150511622e-5	0.0028762066938443436	spliceosomal snRNP assembly
GO:0032392	43	Up	1.0016363561326869e-4	0.0029190052475733946	DNA geometric change
GO:0044782	324	Down	1.0026714421579094e-4	0.0029190052475733946	cilium organization
GO:1900449	7	Down	1.0072206695610637e-4	0.0029219964669049458	regulation of glutamate receptor signaling pathway
GO:0047496	48	Down	1.0419302927879728e-4	0.0030121587593246726	vesicle transport along microtubule
GO:0007411	240	Down	1.0864966983788446e-4	0.003130091356405998	axon guidance
GO:0022618	167	Up	1.1103210270118721e-4	0.003187658671666956	ribonucleoprotein complex assembly
GO:0021575	61	Down	1.1291085423700812e-4	0.0032304184744981253	hindbrain morphogenesis
GO:0031345	199	Down	1.194851352936391e-4	0.003406763462306954	negative regulation of cell projection organization
GO:0006284	40	Up	1.2148202931765146e-4	0.00345183697687861	base-excision repair
GO:0097151	7	Down	1.237402481607359e-4	0.0035040028634458213	positive regulation of inhibitory postsynaptic potential
